1;"Twilight Sparkle";"Princess Twilight Sparkle";"https://mlp.fandom.com/wiki/Twilight_Sparkle";"Canterlot (S1E1, S9E26)\nCastle of Friendship, Ponyville (seasons 5-9)\nGolden Oak Library, Ponyville (seasons 1-4)\nCrystal Princess Palace (toy line)";"Ruler of Equestria (S9E26)\nFounder/leader of the Council of Friendship (S9E26)\nRuler of the Castle of Friendship (S4E26-S9E26)\nFounder/principal of the School of Friendship (S8E1-S9E20)\nStarlight Glimmer's teacher (S5E26-S7E1)\nGolden Oak Library librarian (seasons 1-4)\nPrincess Celestia's student (seasons 1-3)\nStudent at Celestia's School for Gifted Unicorns (formerly)";"Alicorn,Unicorn,Human";"https://vignette.wikia.nocookie.net/mlp/images/b/bc/Princess_Twilight_Sparkle_ID_S4E26.png/revision/latest?cb=20160207045127,https://vignette.wikia.nocookie.net/mlp/images/6/6c/Twilight_S2E25_cropped.png/revision/latest?cb=20160315121005,https://vignette.wikia.nocookie.net/mlp/images/9/97/Twilight_filly_crop_S2E25.png/revision/latest?cb=20140108015837,https://vignette.wikia.nocookie.net/mlp/images/1/18/Twilight_Sparkle_infant_ID_MLPS2.png/revision/latest?cb=20190823095629,https://vignette.wikia.nocookie.net/mlp/images/e/ef/Future_Twilight_Sparkle_ID_S9E26.png/revision/latest?cb=20191013013633,https://vignette.wikia.nocookie.net/mlp/images/0/0c/Twilight_Sparkle_human_at_lockers_EG.png/revision/latest?cb=20141211040145"
102;"Boy Bullies";"";"https://mlp.fandom.com/wiki/Boy_Bullies";"Cloudsdale";"Weather factory workers";"Human,Pegasus";"https://vignette.wikia.nocookie.net/mlp/images/8/8d/Hoops_ID_S1E16.png/revision/latest?cb=20130203221523,https://vignette.wikia.nocookie.net/mlp/images/4/40/Dumbbell_ID_S1E16.png/revision/latest?cb=20130203221523,https://vignette.wikia.nocookie.net/mlp/images/e/e3/Score_ID_S1E16.png/revision/latest?cb=20130203221523,https://vignette.wikia.nocookie.net/mlp/images/e/e5/Hoops_colt_ID_S1E23.png/revision/latest?cb=20140622154733,https://vignette.wikia.nocookie.net/mlp/images/5/50/Dumb-Bell_Colt_S1E23.png/revision/latest?cb=20140511045239,https://vignette.wikia.nocookie.net/mlp/images/c/c6/Score_colt_ID_S5E8.png/revision/latest?cb=20150524023443"
103;"Flim and Flam";"Flim Skim and Flam";"https://mlp.fandom.com/wiki/Flim_and_Flam";"";"Traveling salesponies\nLas Pegasus resort owners\nFounders of Friendship University (Friendship Quests online game)\nS.M.I.L.E. agents (formerly)";"Unicorn,Human";"https://vignette.wikia.nocookie.net/mlp/images/8/81/Flim_singing_on_podium_ID_S2E15.png/revision/latest?cb=20120201023343,https://vignette.wikia.nocookie.net/mlp/images/4/44/Flam_singing_ID_S2E15.png/revision/latest?cb=20120201023343,https://vignette.wikia.nocookie.net/mlp/images/a/a4/Comic_issue_18_Alternate_Flim_and_Flam.png/revision/latest?cb=20140504164632,https://vignette.wikia.nocookie.net/mlp/images/e/e9/Flim_ID_EG2.png/revision/latest?cb=20141222204621,https://vignette.wikia.nocookie.net/mlp/images/e/e3/Flam_ID_EG2.png/revision/latest?cb=20141222204621"
104;"Lightning Dust";"Lighting Dust";"https://mlp.fandom.com/wiki/Lightning_Dust";"";"Leader of the Washouts\nWonderbolts trainee (sometimes)";"Pegasus";"https://vignette.wikia.nocookie.net/mlp/images/f/fe/Lightning_Dust_ID_S3E7.png/revision/latest?cb=20121215182036,https://vignette.wikia.nocookie.net/mlp/images/1/1c/Lightning_Dust_filly_ID_S7E7.png/revision/latest?cb=20170521013651"
105;"Mane-iac";"Mane-iac Mayhem";"https://mlp.fandom.com/wiki/Mane-iac";"Maretropolis";"Owner of a hair-care product company (formerly)";"Human,Earth";"https://vignette.wikia.nocookie.net/mlp/images/6/6e/Mane-iac_ID_S4E06.png/revision/latest?cb=20140709180209,https://vignette.wikia.nocookie.net/mlp/images/1/1a/The_Mane-iac_pre-vat_ID_S4E6.png/revision/latest?cb=20131223150753,https://vignette.wikia.nocookie.net/mlp/images/c/c1/Mane-iac_unicorn_ID_Annual_2014.png/revision/latest?cb=20141004184419,https://vignette.wikia.nocookie.net/mlp/images/6/6e/MLP_Annual_2014_Mane-iac_Mayhem.png/revision/latest?cb=20140930172200"
106;"Mane-iac's henchponies";"";"https://mlp.fandom.com/wiki/Mane-iac%27s_henchponies";"";"";"Earth";"https://vignette.wikia.nocookie.net/mlp/images/8/85/Mane-iac%27s_henchponies_ID_S4E6.png/revision/latest?cb=20160305013428"
107;"Suri Polomare";"Buttonbelle";"https://mlp.fandom.com/wiki/Suri_Polomare";"Manehattan\nPonyville (formerly)";"Fashion designer";"Human,Earth";"https://vignette.wikia.nocookie.net/mlp/images/3/32/Suri_Polomare_ID_S4E08.png/revision/latest?cb=20140107052206,https://vignette.wikia.nocookie.net/mlp/images/c/c6/Suri_Polomare_ID_EG3.png/revision/latest?cb=20151014102259"
108;"Wind Rider";"";"https://mlp.fandom.com/wiki/Wind_Rider";"";"Member of the Wonderbolts (formerly)";"Pegasus";"https://vignette.wikia.nocookie.net/mlp/images/3/36/Wind_Rider_ID_S5E15.png/revision/latest?cb=20151207234832"
109;"Svengallop";"";"https://mlp.fandom.com/wiki/Svengallop";"Manehattan";"Coloratura's manager (formerly)";"Earth";"https://vignette.wikia.nocookie.net/mlp/images/4/4b/Svengallop_ID_S5E24.png/revision/latest?cb=20151122042530"
110;"Gladmane";"";"https://mlp.fandom.com/wiki/Gladmane";"Las Pegasus";"Resort manager (until end of S6E20)";"Earth";"https://vignette.wikia.nocookie.net/mlp/images/6/67/Gladmane_ID_S6E20.png/revision/latest?cb=20160919000332"
111;"Diamond Dogs";"";"https://mlp.fandom.com/wiki/Diamond_Dogs";"Cave Systems, including in the Appaloosan Mountains\nDimondia";"Gem collector";"Human,Dog";"https://vignette.wikia.nocookie.net/mlp/images/d/d8/DD_Rover_ID_S1E19.png/revision/latest?cb=20140618135048,https://vignette.wikia.nocookie.net/mlp/images/4/44/DD_Fido_ID_S1E19.png/revision/latest?cb=20130708223427,https://vignette.wikia.nocookie.net/mlp/images/7/77/DD_Spot_ID_S1E19.png/revision/latest?cb=20130708223438,https://vignette.wikia.nocookie.net/mlp/images/2/21/Diamond_Dog_subordinate_ID_S1E19.png/revision/latest?cb=20140617223235,https://vignette.wikia.nocookie.net/mlp/images/a/af/Friends_Forever_issue_6_Chancellor_Jim.jpg/revision/latest?cb=20140617210705,https://vignette.wikia.nocookie.net/mlp/images/b/b6/Rover_ID_EG2.png/revision/latest?cb=20140511015241,https://vignette.wikia.nocookie.net/mlp/images/3/3d/Fido_ID_EG2.png/revision/latest?cb=20140511015242,https://vignette.wikia.nocookie.net/mlp/images/a/ad/Spot_ID_EG2.png/revision/latest?cb=20140511015242"
112;"Principal Cinch";"Principal Abacus Cinch";"https://mlp.fandom.com/wiki/Principal_Cinch";"Human world";"Principal of Crystal Prep Academy (formerly)";"Human";"https://vignette.wikia.nocookie.net/mlp/images/5/5d/Principal_Cinch_ID_EG3.png/revision/latest?cb=20151017144507"
113;"Sludge";"Shale";"https://mlp.fandom.com/wiki/Sludge";"Dragon Lands";"";"Dragon";"https://vignette.wikia.nocookie.net/mlp/images/8/84/Sludge_ID_S8E24.png/revision/latest?cb=20181022161527"
114;"Hoity Toity";"";"https://mlp.fandom.com/wiki/Hoity_Toity";"Canterlot";"Fashion critic";"Earth";"https://vignette.wikia.nocookie.net/mlp/images/9/91/Hoity_Toity_thumb_2_S1E14.png/revision/latest?cb=20120624223954"
115;"Photo Finish";"";"https://mlp.fandom.com/wiki/Photo_Finish";"";"Fashion photographer";"Earth";"https://vignette.wikia.nocookie.net/mlp/images/c/c0/Photo_Finish_S1E20_thumb.png/revision/latest?cb=20120627225352"
116;"Sapphire Shores";"";"https://mlp.fandom.com/wiki/Sapphire_Shores";"Canterlot";"Pop star singer";"Unicorn,Human,Earth";"https://vignette.wikia.nocookie.net/mlp/images/a/a5/Sapphire_Shores_ID_S4E19.png/revision/latest?cb=20140325182812,https://vignette.wikia.nocookie.net/mlp/images/5/54/Sapphire_Blind_Bag.jpg/revision/latest?cb=20120313023743,https://vignette.wikia.nocookie.net/mlp/images/b/bb/Sapphire_Shores_ID_EG.png/revision/latest?cb=20141009223055"
117;"Fancy Pants";"Fancypants";"https://mlp.fandom.com/wiki/Fancy_Pants";"Canterlot";"Celebrity";"Unicorn";"https://vignette.wikia.nocookie.net/mlp/images/9/9b/Fancy_Pants_ID_S5E10.png/revision/latest?cb=20160326011020"
118;"Daring Do";"A.K. Yearling";"https://mlp.fandom.com/wiki/Daring_Do";"A house in the forest north-west of the Galloping Gorge and north-east of Vanhoover, not far from the Fortress of Talacon in Tenochtitlan Basin";"Treasure hunter\nAuthor";"Human,Pegasus";"https://vignette.wikia.nocookie.net/mlp/images/a/af/Daring_Do_ID_S7E18.png/revision/latest?cb=20170905174341,https://vignette.wikia.nocookie.net/mlp/images/f/f6/A.K._Yearling_ID_S4E04.png/revision/latest?cb=20131215033454,https://vignette.wikia.nocookie.net/mlp/images/3/39/Daring_Do_human_toy.jpg/revision/latest?cb=20171009101948"
119;"Prim Hemline";"";"https://mlp.fandom.com/wiki/Prim_Hemline";"Manehattan";"Fashion critic\nFashion Week judge";"Human,Earth";"https://vignette.wikia.nocookie.net/mlp/images/b/b5/Prim_Hemline_ID_S4E08.png/revision/latest?cb=20140107052458,https://vignette.wikia.nocookie.net/mlp/images/e/ee/Prim_Hemline_ID_EGDS9.png/revision/latest?cb=20171126004040"
120;"Trenderhoof";"";"https://mlp.fandom.com/wiki/Trenderhoof";"";"Travel writer";"Unicorn,Human";"https://vignette.wikia.nocookie.net/mlp/images/5/55/Trenderhoof_ID_S4E13.png/revision/latest?cb=20140207140015,https://vignette.wikia.nocookie.net/mlp/images/f/f3/Trenderhoof_ID_EG3.png/revision/latest?cb=20151014100950"
121;"Coloratura";"Countess Coloratura";"https://mlp.fandom.com/wiki/Coloratura";"Manehattan";"Pop star singer\nCamp counselor (CCG)";"Human,Earth";"https://vignette.wikia.nocookie.net/mlp/images/4/4f/Coloratura_ID_S5E24.png/revision/latest?cb=20160331020344,https://vignette.wikia.nocookie.net/mlp/images/3/39/Coloratura_filly_ID_S5E24.png/revision/latest?cb=20151123111122,https://vignette.wikia.nocookie.net/mlp/images/a/aa/Countess_Coloratura_ID_S5E24.png/revision/latest?cb=20151123110900,https://vignette.wikia.nocookie.net/mlp/images/c/c3/Countess_Coloratura_ID_EG.png/revision/latest?cb=20170826033114"
122;"Zesty Gourmand";"";"https://mlp.fandom.com/wiki/Zesty_Gourmand";"Canterlot";"Restaurant critic";"Unicorn";"https://vignette.wikia.nocookie.net/mlp/images/d/d0/Zesty_Gourmand_ID_S6E12.png/revision/latest?cb=20160611223614"
123;"Songbird Serenade";"";"https://mlp.fandom.com/wiki/Songbird_Serenade";"Manehattan";"Pop star singer";"Pegasus";"https://vignette.wikia.nocookie.net/mlp/images/3/31/Songbird_Serenade_ID_MLPTM.png/revision/latest?cb=20171013144042"
124;"Spitfire";"";"https://mlp.fandom.com/wiki/Spitfire";"";"Captain of the Wonderbolts\nSergeant of the Wonderbolt Academy";"Human,Pegasus";"https://vignette.wikia.nocookie.net/mlp/images/1/13/Spitfire_ID_S6E7.png/revision/latest?cb=20160509154751,https://vignette.wikia.nocookie.net/mlp/images/f/f1/Spitfire_filly_ID_S7E7.png/revision/latest?cb=20170521013733,https://vignette.wikia.nocookie.net/mlp/images/4/43/Spitfire_ID_S1E26.png/revision/latest?cb=20111205053628,https://vignette.wikia.nocookie.net/mlp/images/f/f7/Spitfire_ID_S3E07.png/revision/latest?cb=20150730080756,https://vignette.wikia.nocookie.net/mlp/images/9/96/Spitfire_IDW_Annual_1.png/revision/latest?cb=20131102140358"
125;"Soarin";"Soarin'";"https://mlp.fandom.com/wiki/Soarin";"";"Commander of the Wonderbolts\nCaptain of the Wonderbolts (Mini Pony Collector's Guide and mystery pack wave 7 collector card)";"Human,Pegasus";"https://vignette.wikia.nocookie.net/mlp/images/9/98/Soarin_ID_S4E10.png/revision/latest?cb=20140202035823,https://vignette.wikia.nocookie.net/mlp/images/b/bc/Teen_Soarin%27_ID.png/revision/latest?cb=20140426221509,https://vignette.wikia.nocookie.net/mlp/images/6/6c/Soarin_colt_ID_S7E7.png/revision/latest?cb=20170521013713,https://vignette.wikia.nocookie.net/mlp/images/d/d4/Soarin%27_id_S1E26.png/revision/latest?cb=20110508021620,https://vignette.wikia.nocookie.net/mlp/images/9/9b/Soarin_ID_Annual_2013.png/revision/latest?cb=20131104045002"
126;"Blaze";"";"https://mlp.fandom.com/wiki/Blaze";"";"Member of the Wonderbolts\nStudent at Crystal Prep Academy (Twilight Sparkle's Science Fair Sparks)\nBlitzball player ("a decade before" Rainbow Dash Brings the Blitz)";"Human,Pegasus";"https://vignette.wikia.nocookie.net/mlp/images/9/9a/Blaze_ID_S6E7.png/revision/latest?cb=20160509155816"
127;"Surprise";"";"https://mlp.fandom.com/wiki/Surprise";"";"Member of the Wonderbolts";"Pegasus";"https://vignette.wikia.nocookie.net/mlp/images/d/df/Surprise_ID_S6E7.png/revision/latest?cb=20160509155521,https://vignette.wikia.nocookie.net/mlp/images/e/e7/Comic_issue_M8_Surprise.png/revision/latest?cb=20130919234550"
128;"Fire Streak";"Lightning Dash";"https://mlp.fandom.com/wiki/Fire_Streak";"";"Teacher\nFirefighter\nMember of the Wonderbolts (formerly)";"Unicorn,Pegasus";"https://vignette.wikia.nocookie.net/mlp/images/7/7a/Fire_Streak_ID_S5E15.png/revision/latest?cb=20170512233852"
129;"Misty Fly";"Icy Mist";"https://mlp.fandom.com/wiki/Misty_Fly";"";"Member of the Wonderbolts";"Pegasus";"https://vignette.wikia.nocookie.net/mlp/images/1/10/Misty_Fly_ID_S6E7.png/revision/latest?cb=20160509155217"
130;"Silver Zoom";"Silver Lining";"https://mlp.fandom.com/wiki/Silver_Zoom";"";"Member of the Wonderbolts";"Pegasus";"https://vignette.wikia.nocookie.net/mlp/images/8/88/Silver_Zoom_ID_S6E7.png/revision/latest?cb=20161113220552"
131;"Fleetfoot";"";"https://mlp.fandom.com/wiki/Fleetfoot";"";"Member of the Wonderbolts";"Human,Pegasus";"https://vignette.wikia.nocookie.net/mlp/images/9/95/Fleetfoot_ID_S6E7.png/revision/latest?cb=20171101081654,https://vignette.wikia.nocookie.net/mlp/images/3/31/Fleetfoot_filly_ID_S7E7.png/revision/latest?cb=20170521013612,https://vignette.wikia.nocookie.net/mlp/images/1/14/Fleetfoot_ID_S4E10.png/revision/latest?cb=20140309042340,https://vignette.wikia.nocookie.net/mlp/images/a/af/Fleetfoot_ID_comic_issue_9.png/revision/latest?cb=20140309042446,https://vignette.wikia.nocookie.net/mlp/images/b/b5/Comic_issue_9_Elderly_Fleetfoot.png/revision/latest?cb=20170701213734,https://vignette.wikia.nocookie.net/mlp/images/8/8a/Fleetfoot_Wonderbolt_ID_S7E7.png/revision/latest?cb=20171101081727,https://vignette.wikia.nocookie.net/mlp/images/3/3b/Fleetfoot_ID_Annual_2013.png/revision/latest?cb=20131104191207"
132;"High Winds";"";"https://mlp.fandom.com/wiki/High_Winds";"";"Member of the Wonderbolts";"Human,Pegasus";"https://vignette.wikia.nocookie.net/mlp/images/a/ab/High_Winds_ID_S6E7.png/revision/latest?cb=20160709223519,https://vignette.wikia.nocookie.net/mlp/images/1/1f/High_Winds_ID_Annual_2013.png/revision/latest?cb=20131104191208"
133;"Thunderlane";"";"https://mlp.fandom.com/wiki/Thunderlane";"Ponyville";"Wonderbolt (trainee starting in S3E7, full member as of S7E7)";"Pegasus";"https://vignette.wikia.nocookie.net/mlp/images/c/c8/Thunderlane_S02E22_thumb.png/revision/latest?cb=20171002195633,https://vignette.wikia.nocookie.net/mlp/images/6/67/Teen_Thunderlane_ID.png/revision/latest?cb=20140426221833,https://vignette.wikia.nocookie.net/mlp/images/7/7b/Thunderlane_colt_ID_S7E7.png/revision/latest?cb=20170521013754,https://vignette.wikia.nocookie.net/mlp/images/7/7f/Thunderlane_Earth_pony_ID_S4E10.png/revision/latest?cb=20140309213121,https://vignette.wikia.nocookie.net/mlp/images/0/0f/Thunderlane_Wonderbolt_uniform_ID_S7E21.png/revision/latest?cb=20171002195708"
134;"Nurse Redheart";"Nurse Red Heart";"https://mlp.fandom.com/wiki/Nurse_Redheart";"Ponyville";"Nurse at Ponyville Hospital";"Human,Earth";"https://vignette.wikia.nocookie.net/mlp/images/5/5d/Nurse_Redheart_ID_S7E3.png/revision/latest?cb=20170503175548,https://vignette.wikia.nocookie.net/mlp/images/4/45/Nurse_Redheart_ID_EGDS.png/revision/latest?cb=20171230222058"
135;"Dr. Horse";"Doc Top";"https://mlp.fandom.com/wiki/Dr._Horse";"";"Pony pediatrician";"Earth";"https://vignette.wikia.nocookie.net/mlp/images/2/20/Doc_Top_ID_S2E10.png/revision/latest?cb=20111212174236"
136;"Dr. Fauna";"Mane Goodall";"https://mlp.fandom.com/wiki/Dr._Fauna";"";"Veterinarian";"Earth";"https://vignette.wikia.nocookie.net/mlp/images/c/c0/Mane_Goodall_smiling_at_Spike_S2E10.png/revision/latest?cb=20160119194822"
137;"Doctor Horse";"Dr. Greymare";"https://mlp.fandom.com/wiki/Doctor_Horse";"";"Doctor at Ponyville Hospital";"Unicorn,Earth";"https://vignette.wikia.nocookie.net/mlp/images/9/90/Doctor_Horse_ID_S2E16.png/revision/latest?cb=20140712174722,https://vignette.wikia.nocookie.net/mlp/images/6/69/Doctor_Horse_Earth_pony_ID_EoH.png/revision/latest?cb=20140712174910"
138;"Nurse ponies";"";"https://mlp.fandom.com/wiki/Nurse_ponies";"";"Nurses at Ponyville Hospital";"Unicorn,Earth";"https://vignette.wikia.nocookie.net/mlp/images/2/2d/Full_view_of_Ponyville_Hospital_surgery_theater_S6E23.png/revision/latest?cb=20161009173132"
139;"Mage Meadowbrook";"";"https://mlp.fandom.com/wiki/Mage_Meadowbrook";"Hayseed Swamp";"Sorceress\nHealer";"Earth";"https://vignette.wikia.nocookie.net/mlp/images/d/df/Mage_Meadowbrook_ID_S7E20.png/revision/latest?cb=20170924235649"
140;"Flash Magnus";"";"https://mlp.fandom.com/wiki/Flash_Magnus";"Canterlot\nCloudsdale (formerly)";"Drill sergeant of the Canterlot royal guard\nMember of the Cloudsdale Royal Legion (formerly)";"Pegasus";"https://vignette.wikia.nocookie.net/mlp/images/c/c0/Flash_Magnus_ID_S7E26.png/revision/latest?cb=20171012212527"
141;"Mistmane";"";"https://mlp.fandom.com/wiki/Mistmane";"Crystal Empire\nUnnamed village (formerly)";"Sorceress\nCrystal Empire landscaper";"Unicorn";"https://vignette.wikia.nocookie.net/mlp/images/2/2e/Mistmane_ID_S7E16.png/revision/latest?cb=20170829034934,https://vignette.wikia.nocookie.net/mlp/images/f/fb/Mistmane_original_form_ID_S7E16.png/revision/latest?cb=20170829034952"
142;"Rockhoof";"";"https://mlp.fandom.com/wiki/Rockhoof";"Unnamed village at the foot of a volcano";"Keeper of Equestrian tales\nMember of the Mighty Helm (formerly)";"Earth";"https://vignette.wikia.nocookie.net/mlp/images/0/0f/Rockhoof_ID_S7E16.png/revision/latest?cb=20170828234747,https://vignette.wikia.nocookie.net/mlp/images/0/09/Rockhoof_original_form_ID_S7E16.png/revision/latest?cb=20170828234803"
143;"Somnambula";"";"https://mlp.fandom.com/wiki/Somnambula";"Somnambula";"Motivational speaker\nAdvisor to Prince Hisan (formerly)";"Pegasus";"https://vignette.wikia.nocookie.net/mlp/images/7/70/Somnambula_ID_S7E18.png/revision/latest?cb=20170906171133"
144;"Star Swirl the Bearded";"";"https://mlp.fandom.com/wiki/Star_Swirl_the_Bearded";"";"Conjurer";"Unicorn";"https://vignette.wikia.nocookie.net/mlp/images/7/76/Star_Swirl_the_Bearded_ID_S7E26.png/revision/latest?cb=20171012212227,https://vignette.wikia.nocookie.net/mlp/images/a/af/MLP_IDW_Baby_colt_Star_Swirl.png/revision/latest?cb=20140617212246,https://vignette.wikia.nocookie.net/mlp/images/2/23/Star_Swirl_ID_Comic_19.png/revision/latest?cb=20171014072601,https://vignette.wikia.nocookie.net/mlp/images/3/39/Star_Swirl_the_Bearded_ID_Friendship_Forever_Comic_Issue_2.png/revision/latest?cb=20140301182409,https://vignette.wikia.nocookie.net/mlp/images/8/89/FIENDship_is_Magic_issue_3_Starswirl_the_Bearded.png/revision/latest?cb=20150416195323,https://vignette.wikia.nocookie.net/mlp/images/c/c4/Star_Swirl_the_Bearded_LoE.png/revision/latest?cb=20140309211408,https://vignette.wikia.nocookie.net/mlp/images/b/bf/Comic_issue_19_Alicorn_Star_Swirl.png/revision/latest?cb=20150127172552,https://vignette.wikia.nocookie.net/mlp/images/0/03/Star_Swirl_the_Bearded_statue_ID_EGDS7.png/revision/latest?cb=20171126010228"
145;"Royal guards";"E.U.P. Guard";"https://mlp.fandom.com/wiki/Royal_guards";"Various locations";"Militaristic and defense force";"Various";"https://vignette.wikia.nocookie.net/mlp/images/f/ff/Earth_royal_guard_ID_S3E01.png/revision/latest?cb=20131218184910,https://vignette.wikia.nocookie.net/mlp/images/e/e5/Unicorn_guard_ID_S4E1.png/revision/latest?cb=20150430223840,https://vignette.wikia.nocookie.net/mlp/images/1/15/Pegasus_guard_ID_S1E22.png/revision/latest?cb=20150430223927"
146;"Mayor Mare";"";"https://mlp.fandom.com/wiki/Mayor_Mare";"Ponyville\nCanterlot (in Neigh Anything)";"Mayor of Ponyville (briefly retired in My Little Pony: Friendship is Magic Issue #47)\nStudent at Canterlot Academy (in Neigh Anything)";"Earth";"https://vignette.wikia.nocookie.net/mlp/images/6/68/Mayor_Mare_id_S02E15.png/revision/latest?cb=20150916054559,https://vignette.wikia.nocookie.net/mlp/images/9/9a/Young_Mayor_Mare_ID_S7E13.png/revision/latest?cb=20170808010100,https://vignette.wikia.nocookie.net/mlp/images/a/a7/Mayor_Mare_costume_S2E4.png/revision/latest?cb=20150708194332"
147;"Cheerilee";"Miss Cheerilee";"https://mlp.fandom.com/wiki/Cheerilee";"Ponyville\nWith Lugnut's father's sister's cousin (formerly, Friendship is Magic Issue #10)\nCanterlot (formerly, Friendship is Magic Issue #12)";"Teacher at Ponyville Schoolhouse";"Earth";"https://vignette.wikia.nocookie.net/mlp/images/3/3d/Cheerilee_ID_S2E17.png/revision/latest?cb=20150709040905,https://vignette.wikia.nocookie.net/mlp/images/4/47/Young_Cheerilee_ID_S1E12.png/revision/latest?cb=20131111165405,https://vignette.wikia.nocookie.net/mlp/images/0/00/Cheerilee_as_a_filly_ID_S4E12.png/revision/latest?cb=20140204004413,https://vignette.wikia.nocookie.net/mlp/images/6/60/Filly_Cheerilee_ID_S1E12.png/revision/latest?cb=20130812003635"
148;"Lotus Blossom";"Lotus Bloom";"https://mlp.fandom.com/wiki/Spa_ponies";"Ponyville";"Beautician";"Earth";"https://vignette.wikia.nocookie.net/mlp/images/8/87/Lotus_Blossom_id_S1E9.png/revision/latest?cb=20130204012145"
149;"Aloe";"Aloe Vera";"https://mlp.fandom.com/wiki/Spa_ponies";"Ponyville";"Beautician";"Earth";"https://vignette.wikia.nocookie.net/mlp/images/9/96/Aloe_id_S1E20.png/revision/latest?cb=20110706130024"
150;"Sheriff Silverstar";"";"https://mlp.fandom.com/wiki/Sheriff_Silverstar";"Appleloosa";"Sheriff of Appleloosa";"Earth";"https://vignette.wikia.nocookie.net/mlp/images/d/df/Sheriff_Silverstar_ID_S5E6.png/revision/latest?cb=20150502204538"
151;"Davenport";"";"https://mlp.fandom.com/wiki/Davenport";"Ponyville";"Salespony";"Earth";"https://vignette.wikia.nocookie.net/mlp/images/0/00/Davenport_ID_S3E13.png/revision/latest?cb=20150421011640"
152;"Twilight Velvet";"Mrs. Sparkle";"https://mlp.fandom.com/wiki/Twilight_Velvet_and_Night_Light";"Canterlot";"";"Unicorn";"https://vignette.wikia.nocookie.net/mlp/images/4/4b/Twilight_Velvet_id_S1E23.png/revision/latest?cb=20131227060301"
153;"Night Light";"Mr. Sparkle";"https://mlp.fandom.com/wiki/Twilight_Velvet_and_Night_Light";"Canterlot";"";"Unicorn";"https://vignette.wikia.nocookie.net/mlp/images/9/97/Night_Light_ID_S1E23.png/revision/latest?cb=20110823214942"
154;"Joe";"";"https://mlp.fandom.com/wiki/Joe";"Canterlot";"Baker";"Unicorn";"https://vignette.wikia.nocookie.net/mlp/images/b/b4/Joe_ID_S2E24.png/revision/latest?cb=20150630185710"
155;"Hondo Flanks";"Magnum";"https://mlp.fandom.com/wiki/Hondo_Flanks_and_Cookie_Crumbles";"";"";"Unicorn";"https://vignette.wikia.nocookie.net/mlp/images/7/7f/Hondo_Flanks_ID_S4E23.png/revision/latest?cb=20140614061240"
156;"Cookie Crumbles";"Betty Bouffant";"https://mlp.fandom.com/wiki/Hondo_Flanks_and_Cookie_Crumbles";"";"";"Unicorn";"https://vignette.wikia.nocookie.net/mlp/images/8/86/Cookie_Crumbles_ID_S4E23.png/revision/latest?cb=20140614061241"
157;"Jet Set";"";"https://mlp.fandom.com/wiki/Jet_Set_and_Upper_Crust";"";"";"Unicorn,Human";"https://vignette.wikia.nocookie.net/mlp/images/0/0e/Jet_Set_ID_S5E10.png/revision/latest?cb=20150830005653,https://vignette.wikia.nocookie.net/mlp/images/0/0d/Jet_Set_ID_EG3.png/revision/latest?cb=20151014100955"
158;"Upper Crust";"";"https://mlp.fandom.com/wiki/Jet_Set_and_Upper_Crust";"";"";"Unicorn,Human";"https://vignette.wikia.nocookie.net/mlp/images/e/e6/Upper_Crust_ID_S2E9.png/revision/latest?cb=20150702000142,https://vignette.wikia.nocookie.net/mlp/images/0/01/Upper_Crust_ID_EG3.png/revision/latest?cb=20151014102238"
159;"Fancy Pants' entourage";"";"https://mlp.fandom.com/wiki/Fancy_Pants%27_entourage";"";"Auctioneer (Golden Gavel)\nArt curator (Silver Frames)";"Unicorn,Earth";"https://vignette.wikia.nocookie.net/mlp/images/3/3e/Trio_shocked_S02E09.png/revision/latest?cb=20121204173749"
160;"Fleur de Lis";"Fleur Dis Lee";"https://mlp.fandom.com/wiki/Fleur_de_Lis";"Canterlot";"Supermodel";"Unicorn,Human";"https://vignette.wikia.nocookie.net/mlp/images/2/20/Fleur_Dis_Lee_startled_S2E09.png/revision/latest?cb=20151014110946,https://vignette.wikia.nocookie.net/mlp/images/2/2c/Fleur_Dis_Lee_Alicorn_ID_S5E14.png/revision/latest?cb=20160312113433,https://vignette.wikia.nocookie.net/mlp/images/5/54/Fleur_Dis_Lee_ID_EG3.png/revision/latest?cb=20151014102154"
161;"Junebug";"";"https://mlp.fandom.com/wiki/Junebug";"Ponyville";"";"Unicorn,Earth";"https://vignette.wikia.nocookie.net/mlp/images/1/17/Junebug_ID_S2E10.png/revision/latest?cb=20111213200330,https://vignette.wikia.nocookie.net/mlp/images/9/9a/Wave_5_Blind_Bag_Junebug.jpg/revision/latest?cb=20141004160343"
162;""All Aboard"";"";"https://mlp.fandom.com/wiki/Friendship_Express_train_conductors";"";"Conductor\nTicket agent\nPorter";"Earth";"https://vignette.wikia.nocookie.net/mlp/images/3/30/All_Aboard_ID_S3E04.png/revision/latest?cb=20140713014250"
163;""Steamer"";"";"https://mlp.fandom.com/wiki/Friendship_Express_train_conductors";"";"Train conductor";"Earth";"https://vignette.wikia.nocookie.net/mlp/images/5/59/Steamer_ID_S2E24.png/revision/latest?cb=20140713014454,https://vignette.wikia.nocookie.net/mlp/images/9/90/Steamer_ID_S4E05.png/revision/latest?cb=20140713014542"
